ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.6963,-9.894,0.5531,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,53.742,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125118,2018-11-09 10:16:14:758
2.2841,-9.5493,0.7578,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.733,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125218,2018-11-09 10:16:14:858
1.8208,-9.3422,1.16,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.733,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125318,2018-11-09 10:16:14:958
1.1564,-8.7855,0.8811,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,55.733,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125418,2018-11-09 10:16:15:058
0.4764,-9.2045,2.4146,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.683,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125518,2018-11-09 10:16:15:158
2.1081,-8.6957,2.3439,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.683,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125619,2018-11-09 10:16:15:259
0.838,-8.7604,2.1644,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.683,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125718,2018-11-09 10:16:15:358
0.4609,-9.2225,2.3691,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,47.87,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125819,2018-11-09 10:16:15:459
0.9445,-9.3063,2.0183,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,47.87,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,125918,2018-11-09 10:16:15:558
0.6321,-9.6091,1.7801,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,47.87,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,126018,2018-11-09 10:16:15:658
0.6859,-9.4846,1.5083,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,47.87,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 20,126118,2018-11-09 10:16:15:758
0.2909,-9.5505,1.5203,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.499,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126218,2018-11-09 10:16:15:858
0.7219,-9.3458,1.0894,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.499,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126319,2018-11-09 10:16:15:959
-0.419,-9.3721,0.8356,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.499,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126419,2018-11-09 10:16:16:059
-0.7769,-9.4906,0.8763,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.055,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126518,2018-11-09 10:16:16:158
-0.0862,-9.6774,0.5878,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.055,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126618,2018-11-09 10:16:16:258
1.0451,-9.4774,-0.7949,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.055,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126719,2018-11-09 10:16:16:359
1.8591,-9.6163,-0.8068,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.874,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126818,2018-11-09 10:16:16:458
1.172,-9.566,-0.8631,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.874,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,126918,2018-11-09 10:16:16:558
1.2594,-9.6594,-0.6812,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.874,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127018,2018-11-09 10:16:16:658
0.9864,-9.3338,-0.6369,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,49.563,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127119,2018-11-09 10:16:16:759
0.4298,-9.6881,-0.1688,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,49.563,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127218,2018-11-09 10:16:16:858
-0.3017,-9.5792,-0.2071,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,49.563,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127318,2018-11-09 10:16:16:958
-0.674,-9.4212,-0.1784,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.561,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127418,2018-11-09 10:16:17:058
-0.7326,-9.4535,-0.0012,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.561,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127518,2018-11-09 10:16:17:158
-1.0822,-9.4822,0.2658,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.561,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127618,2018-11-09 10:16:17:258
1.1372,-9.681,0.2167,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.561,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127718,2018-11-09 10:16:17:358
1.2522,-9.6367,0.1413,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,53.278,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127821,2018-11-09 10:16:17:461
1.0175,-9.4655,0.4561,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,53.278,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,127919,2018-11-09 10:16:17:559
-1.0582,-9.6558,1.3216,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,53.278,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128018,2018-11-09 10:16:17:658
-0.7195,-9.3529,1.6652,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.83,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128119,2018-11-09 10:16:17:759
-1.1001,-9.3075,2.466,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.83,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128219,2018-11-09 10:16:17:859
-0.9301,-8.983,2.9975,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.83,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128319,2018-11-09 10:16:17:959
-0.4693,-8.6862,3.5542,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.331,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128418,2018-11-09 10:16:18:058
-0.1317,-8.7005,4.0187,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.331,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128518,2018-11-09 10:16:18:158
-0.3938,-8.6119,4.3251,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.331,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128618,2018-11-09 10:16:18:258
-0.2358,-8.6395,4.5705,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.175,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128718,2018-11-09 10:16:18:358
-0.3184,-8.3905,4.5885,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.175,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128818,2018-11-09 10:16:18:458
-0.5124,-8.4647,4.4365,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.175,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,128918,2018-11-09 10:16:18:558
-0.4549,-8.5688,4.1934,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.175,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,129019,2018-11-09 10:16:18:659
-0.5962,-8.7125,3.8846,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.736,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 19,129118,2018-11-09 10:16:18:758
-0.4992,-8.8059,3.9456,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.736,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129219,2018-11-09 10:16:18:859
-0.6261,-8.8657,3.711,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.736,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129318,2018-11-09 10:16:18:958
-0.4645,-9.0824,3.0945,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.552,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129418,2018-11-09 10:16:19:058
-0.1844,-9.1171,2.5606,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.552,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129519,2018-11-09 10:16:19:159
-0.4992,-9.3206,2.1021,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.552,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129619,2018-11-09 10:16:19:259
0.6644,-9.2608,1.0068,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.704,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129718,2018-11-09 10:16:19:358
0.3089,-9.1255,0.9852,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.704,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129819,2018-11-09 10:16:19:459
0.3819,-8.4719,0.7123,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.704,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,129918,2018-11-09 10:16:19:558
-0.6919,-5.5569,2.1201,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,50.704,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 18,130018,2018-11-09 10:16:19:658
-2.9963,-7.2293,6.8857,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.38,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130118,2018-11-09 10:16:19:758
-3.5877,-13.2304,10.6757,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.38,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130219,2018-11-09 10:16:19:859
-1.4138,-18.4198,6.3566,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,51.38,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130318,2018-11-09 10:16:19:958
-1.7873,-7.8266,5.3343,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130418,2018-11-09 10:16:20:058
-0.2227,-2.6312,-0.085,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130518,2018-11-09 10:16:20:158
-0.6476,0.146,-1.9058,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.944,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130619,2018-11-09 10:16:20:259
0.905,-1.968,1.6759,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.354,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130719,2018-11-09 10:16:20:359
0.899,-5.2098,3.9576,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.354,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130818,2018-11-09 10:16:20:458
-4.1659,-18.3192,6.7373,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.354,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,130918,2018-11-09 10:16:20:558
-1.4784,-15.4809,4.2497,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.164,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,131018,2018-11-09 10:16:20:658
-1.1684,-8.7053,1.2366,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.164,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,131118,2018-11-09 10:16:20:758
0.735,-6.1914,2.065,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.164,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 16,131218,2018-11-09 10:16:20:858
0.231,-8.5641,2.7078,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,59.164,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131319,2018-11-09 10:16:20:959
-0.0192,-10.6722,2.2553,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.703,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131418,2018-11-09 10:16:21:058
0.6812,-7.999,1.3743,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.703,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131518,2018-11-09 10:16:21:158
-0.2227,-5.1308,3.0502,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,48.703,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131618,2018-11-09 10:16:21:258
-1.2151,-9.5505,4.2078,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.742,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131719,2018-11-09 10:16:21:359
-2.4289,-16.8767,7.9069,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.742,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131818,2018-11-09 10:16:21:458
-0.7602,-19.7282,6.019,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.742,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,131919,2018-11-09 10:16:21:559
-1.3288,-7.252,3.4692,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.286,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,132018,2018-11-09 10:16:21:658
0.5483,-2.1895,1.3827,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.286,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 12,132118,2018-11-09 10:16:21:758
-0.3328,-0.1197,-0.4788,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,65.286,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132220,2018-11-09 10:16:21:860
0.2586,-1.3192,0.6057,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.173,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132319,2018-11-09 10:16:21:959
-1.9597,-15.1661,4.8423,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.173,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132418,2018-11-09 10:16:22:058
-1.1301,-15.9993,5.4061,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.173,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132518,2018-11-09 10:16:22:158
-0.1365,-15.5839,4.7621,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.174,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132618,2018-11-09 10:16:22:258
0.7901,-6.778,1.4186,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.174,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132720,2018-11-09 10:16:22:360
-0.0706,-6.602,0.8344,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.174,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132818,2018-11-09 10:16:22:458
0.662,-9.8174,0.9517,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,52.174,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,132918,2018-11-09 10:16:22:558
-0.1772,-9.1542,1.1444,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.622,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133018,2018-11-09 10:16:22:658
0.1688,-9.4332,1.0762,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.622,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133119,2018-11-09 10:16:22:759
0.1772,-7.1646,1.2857,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,45.622,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133221,2018-11-09 10:16:22:861
-0.4034,-4.0821,2.3535,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.515,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133318,2018-11-09 10:16:22:958
-2.8371,-15.1721,8.0792,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.515,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133419,2018-11-09 10:16:23:059
-1.3503,-19.7426,6.687,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,46.515,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133518,2018-11-09 10:16:23:158
-1.731,-9.9611,3.6835,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,68.312,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133618,2018-11-09 10:16:23:258
-1.0606,-1.3874,0.4489,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,68.312,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133722,2018-11-09 10:16:23:362
-0.1568,-0.4441,-0.4286,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,68.312,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133819,2018-11-09 10:16:23:459
-0.1903,-1.0702,0.7793,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,68.312,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,133919,2018-11-09 10:16:23:559
0.5291,-11.0361,4.9309,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.687,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 11,134018,2018-11-09 10:16:23:658
-1.9405,-18.0978,5.6036,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.687,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134118,2018-11-09 10:16:23:758
-0.8655,-14.8405,3.2657,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,62.687,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134218,2018-11-09 10:16:23:858
-0.0299,-7.2042,1.2941,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.84,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134318,2018-11-09 10:16:23:958
0.6428,-6.8187,1.2749,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.84,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134418,2018-11-09 10:16:24:058
-0.8739,-11.2037,1.087,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,56.84,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134518,2018-11-09 10:16:24:158
0.5674,-8.6598,0.498,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,43.51,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134619,2018-11-09 10:16:24:259
0.1161,-9.9204,0.5602,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,43.51,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134719,2018-11-09 10:16:24:359
0.2693,-9.2057,0.3436,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,43.51,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134818,2018-11-09 10:16:24:458
-0.2406,-8.2803,1.2546,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,41.603,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,134919,2018-11-09 10:16:24:559
-0.0694,-4.543,0.9098,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,41.603,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135018,2018-11-09 10:16:24:658
-1.5993,-14.6908,6.5326,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,41.603,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135119,2018-11-09 10:16:24:759
-0.5555,-20.231,6.0573,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,41.603,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135218,2018-11-09 10:16:24:858
-0.7195,-11.9602,3.6823,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.433,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135319,2018-11-09 10:16:24:959
-1.0989,-2.4541,0.8559,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.433,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135420,2018-11-09 10:16:25:060
0.1844,-0.6919,-1.1791,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,61.433,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135519,2018-11-09 10:16:25:159
-0.3627,-1.0642,1.476,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,66.459,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135619,2018-11-09 10:16:25:259
0.0539,-10.3729,3.8966,-15.97,-19.03,-50.76,117.1,-4.32,17.46,8,66.459,"48° 9‘  48,4003‘‘ N","11° 33‘  32,2044‘‘ E",578.29,NaN,1,32,75.71,0 / 10,135718,2018-11-09 10:16:25:358
